split,output_path,output_filename,source_filename,source_path,annotation_id,class_id,class_name,snr_db,frequency,passage_time_ms,center,start,end,center_ms,start_ms,end_ms,width_ms,crop_length,peak_group_id,boundary_adjusted
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1__ann000.npy,HFocusing_5_10_10um_0_1__ann000.npy,HFocusing_5_10_10um_0_1.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1.npy,0,2,10um,16.4890114714527,25878.90625,0.14502169739917928,0.85614013671875,0.8118830269167544,0.9003972465207456,7.0135,6.650945756502052,7.376054243497948,0.7251084869958957,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1003__ann000.npy,HFocusing_5_10_10um_0_1003__ann000.npy,HFocusing_5_10_10um_0_1003.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1003.npy,0,2,10um,3.477107696072465,21484.375,0.18069321301127605,0.65179443359375,0.5966512411464612,0.7069376260410388,5.339499999999999,4.88776696747181,5.79123303252819,0.9034660650563797,16384,1,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1006__ann000.npy,HFocusing_5_10_10um_0_1006__ann000.npy,HFocusing_5_10_10um_0_1006.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1006.npy,0,2,10um,4.933157821128117,24902.34375,0.15988482890421957,0.20782470703125,0.15903172946038222,0.2566176846021178,1.7025000000000001,1.3027879277394512,2.1022120722605493,0.7994241445210981,16384,1,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1009__ann000.npy,HFocusing_5_10_10um_0_1009__ann000.npy,HFocusing_5_10_10um_0_1009.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1009.npy,0,2,10um,12.204238682170313,13671.875,0.2802761940950463,0.12725830078125,0.041724794282517616,0.21279180727998237,1.0425,0.3418095147623843,1.7431904852376157,1.4013809704752314,16384,2,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1016__ann000.npy,HFocusing_5_10_10um_0_1016__ann000.npy,HFocusing_5_10_10um_0_1016.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1016.npy,0,2,10um,-6.66580963396905,7324.21875,0.19852897081732446,0.5550537109375,0.49446747716756456,0.6156399447074354,4.547,4.050677572956689,5.043322427043311,0.9926448540866222,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1016__ann001.npy,HFocusing_5_10_10um_0_1016__ann001.npy,HFocusing_5_10_10um_0_1016.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1016.npy,1,2,10um,-9.364130867889944,16113.28125,0.09852132883341021,0.7013138894295846,0.6797725436909758,0.7228552351681934,5.745163382207156,5.568696677916474,5.9216300864978395,0.35293340858136535,16384,1,True
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1016__ann002.npy,HFocusing_5_10_10um_0_1016__ann002.npy,HFocusing_5_10_10um_0_1016.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1016.npy,2,2,10um,-13.311858801646776,31250.0,0.10361725963513832,0.7300982684363901,0.7228552351681934,0.7373413017045869,5.980965015030908,5.9216300864978395,6.040299943563976,0.11866985706613686,16384,2,True
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1016__ann003.npy,HFocusing_5_10_10um_0_1016__ann003.npy,HFocusing_5_10_10um_0_1016.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1016.npy,3,2,10um,-7.841991158190242,12207.03125,0.24757730478395754,0.7970424319777752,0.7373413017045869,0.8567435622509636,6.529371602761935,6.040299943563976,7.018443261959894,0.9781433183959178,16384,3,True
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1019__ann000.npy,HFocusing_5_10_10um_0_1019__ann000.npy,HFocusing_5_10_10um_0_1019.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1019.npy,0,2,10um,6.426418186960961,10253.90625,0.29025572524843046,0.7374267578125,0.6488477400975249,0.8260057755274751,6.041,5.3153606868789245,6.766639313121076,1.4512786262421518,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1025__ann000.npy,HFocusing_5_10_10um_0_1025__ann000.npy,HFocusing_5_10_10um_0_1025.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1025.npy,0,2,10um,-8.347436528211514,16601.5625,0.20383723206912457,0.07598876953125,0.013782582986717348,0.13819495607578264,0.6225,0.11290691982718852,1.1320930801728113,1.0191861603456227,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1025__ann001.npy,HFocusing_5_10_10um_0_1025__ann001.npy,HFocusing_5_10_10um_0_1025.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1025.npy,1,2,10um,4.769451656518874,16601.5625,0.19109740506480427,0.4586181640625,0.40029986417700064,0.5169364639479994,3.757,3.2792564873379892,4.2347435126620105,0.9554870253240213,16384,2,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1025__ann002.npy,HFocusing_5_10_10um_0_1025__ann002.npy,HFocusing_5_10_10um_0_1025.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1025.npy,2,2,10um,-9.095140333082329,13671.875,0.19024808326451628,0.728515625,0.6704565175584362,0.7865747324415638,5.968,5.492379791838709,6.443620208161291,0.951240416322582,16384,3,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1027__ann000.npy,HFocusing_5_10_10um_0_1027__ann000.npy,HFocusing_5_10_10um_0_1027.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1027.npy,0,2,10um,3.1121900060605663,9765.625,0.12761060049327486,0.117431640625,0.07848797592368321,0.15637530532631677,0.962,0.642973498766813,1.281026501233187,0.638053002466374,16384,1,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1027__ann001.npy,HFocusing_5_10_10um_0_1027__ann001.npy,HFocusing_5_10_10um_0_1027.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1027.npy,1,2,10um,-2.1728564446785885,14648.4375,0.17496029085933196,0.9537414106965131,0.9074828213930262,1.0,7.813049636425835,7.434099272851671,8.192,0.7579007271483293,16384,2,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1033__ann000.npy,HFocusing_5_10_10um_0_1033__ann000.npy,HFocusing_5_10_10um_0_1033.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1033.npy,0,2,10um,-4.331176247399441,9277.34375,0.177720586710268,0.9559142171157428,0.9118284342314855,1.0,7.830849266612166,7.46969853322433,8.192,0.7223014667756704,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1037__ann000.npy,HFocusing_5_10_10um_0_1037__ann000.npy,HFocusing_5_10_10um_0_1037.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1037.npy,0,2,10um,8.052727456683954,19042.96875,0.19491935316610037,0.19293212890625,0.13344746302304067,0.25241679478945933,1.5805,1.0932016170847492,2.067798382915251,0.9745967658305017,16384,0,False
train,P0/data/dataset_Particles2SNR_F_c1_events/train/10um/HFocusing_5_10_10um_0_1037__ann001.npy,HFocusing_5_10_10um_0_1037__ann001.npy,HFocusing_5_10_10um_0_1037.npy,P0/data/dataset_Particles2SNR_F_c1/train/10um/HFocusing_5_10_10um_0_1037.npy,1,2,10um,-7.760503430619745,14160.15625,0.17113834275803583,0.5957704641336681,0.5500676444219861,0.64147328384535,4.880551642183009,4.50615414310491,5.254949141261107,0.748794998156197,16384,2,True
