filename,path,class,signal_idx,signal_length,particle_idx,frequency,P0,t0,tau,phi,energy,snr_db,noise_floor,noise_floor_N,snr_method,source_window_idx,source_window_center,source_window_energy
HFocusing_5_10_2um2_0_102.npy2318.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_102.npy2318.npy,2um,0,2500,0,34179.6875,0.11105700582265854,0.0006695,0.0001647684292558757,-0.20848683374487464,928.0438339182037,-6.322935094208274,3979.806884765625,1,peak_bin_energy_over_lowest_window_energy,0,1024,3979.806884765625
HFocusing_5_10_2um2_0_105.npy2331.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_105.npy2331.npy,2um,1,2500,0,35156.25,0.11965354532003403,0.0003035,0.000133131192195147,-1.1191034014672816,491.1297564044107,-8.612221196143352,3567.94677734375,1,peak_bin_energy_over_lowest_window_energy,0,1024,3567.94677734375
HFocusing_5_10_2um2_0_105.npy2332.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_105.npy2332.npy,2um,2,2500,0,35156.25,0.11889974027872086,0.0005905,0.00013440517489557902,-1.9041112155997233,1022.8565205751365,-7.063980637369628,5202.50830078125,1,peak_bin_energy_over_lowest_window_energy,0,1024,5202.50830078125
HFocusing_5_10_2um2_0_105.npy2332.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_105.npy2332.npy,2um,2,2500,1,6835.9375,0.02901788055896759,0.0008095,0.0002187003635741649,-1.7427004870664078,101.74931764043231,-17.086812764100582,5202.50830078125,1,peak_bin_energy_over_lowest_window_energy,0,1024,5202.50830078125
HFocusing_5_10_2um2_0_1051.npy2333.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1051.npy2333.npy,2um,3,2500,0,25390.625,0.10862462967634201,0.000474,0.0001692273687073878,1.308425598687439,1307.040503475815,-5.252202123899745,4380.3544921875,1,peak_bin_energy_over_lowest_window_energy,0,1024,4380.3544921875
HFocusing_5_10_2um2_0_1051.npy2334.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1051.npy2334.npy,2um,4,2500,0,25390.625,0.10871678590774536,0.0005575,0.00016901503825731578,0.3938193522307678,1249.1787765033223,-5.349432180737846,4281.22265625,1,peak_bin_energy_over_lowest_window_energy,0,1024,4281.22265625
HFocusing_5_10_2um2_0_1059.npy2339.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1059.npy2339.npy,2um,5,2500,0,23437.5,0.13024677336215973,0.0006465,0.00017602194310969196,-2.7084464583213084,1612.2967907653801,-4.691173922614582,4748.56494140625,1,peak_bin_energy_over_lowest_window_energy,0,1024,4748.56494140625
HFocusing_5_10_2um2_0_1063.npy2342.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1063.npy2342.npy,2um,6,2500,0,15625.0,0.09436747431755066,0.0006245,0.00032125597095894324,-3.01344545498306,1445.1648313715268,-4.693462387123486,4258.568359375,1,peak_bin_energy_over_lowest_window_energy,0,1024,4258.568359375
HFocusing_5_10_2um2_0_1063.npy2342.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1063.npy2342.npy,2um,6,2500,1,13671.875,0.08483138680458069,0.0006695,0.00018918643101415627,2.9941169752722807,763.6824849338482,-7.463507928496178,4258.568359375,1,peak_bin_energy_over_lowest_window_energy,0,1024,4258.568359375
HFocusing_5_10_2um2_0_1073.npy2345.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1073.npy2345.npy,2um,8,2500,0,6835.9375,0.027787085622549057,0.0001245,0.00037816053157824046,3.0060610285678795,137.55309021897938,-13.71828071420458,3238.160888671875,1,peak_bin_energy_over_lowest_window_energy,0,1024,3238.160888671875
HFocusing_5_10_2um2_0_1073.npy2345.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1073.npy2345.npy,2um,8,2500,1,27343.75,0.1044652909040451,0.0006705,0.00014841898460033132,-1.866251977080207,658.5216360104132,-6.91728374498248,3238.160888671875,1,peak_bin_energy_over_lowest_window_energy,0,1024,3238.160888671875
HFocusing_5_10_2um2_0_1073.npy2345.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1073.npy2345.npy,2um,8,2500,2,24414.0625,0.05564584583044052,0.0007215,0.00014799432370018732,0.33140188088937705,111.84510364662947,-14.616814466505883,3238.160888671875,1,peak_bin_energy_over_lowest_window_energy,0,1024,3238.160888671875
HFocusing_5_10_2um2_0_1090.npy2350.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1090.npy2350.npy,2um,9,2500,0,21484.375,0.1306770294904709,0.000758,0.0001736863081588999,-0.16876838578299314,848.6693104257611,-5.576342756388737,3064.5927734375,1,peak_bin_energy_over_lowest_window_energy,0,1024,3064.5927734375
