filename,path,class,signal_idx,signal_length,num_particles,num_windows,num_valid_windows,noise_floor,noise_floor_N,snr_method,raw_mean,raw_std,raw_rms,raw_kurtosis,filtered_mean,filtered_std,filtered_rms,filtered_kurtosis,inband_energy_ratio,spectral_flatness
HFocusing_5_10_2um2_0_102.npy2318.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_102.npy2318.npy,2um,0,2500,1,3,1,3979.806884765625,1,peak_bin_energy_over_lowest_window_energy,0.009272153227632444,0.0693101304741055,0.0699275840553227,0.302986227387402,0.00043328543238149725,0.0542103405986299,0.05421207212499238,0.9696809511096935,0.7939518549904028,0.024920345424500907
HFocusing_5_10_2um2_0_105.npy2331.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_105.npy2331.npy,2um,1,2500,1,3,1,3567.94677734375,1,peak_bin_energy_over_lowest_window_energy,-0.04729351463942898,0.06579700458516433,0.08103037911382384,0.517138445583226,0.00020069793130285407,0.05524089331267949,0.05524125789337592,1.794001544989074,0.7878863154604847,0.02359837461403371
HFocusing_5_10_2um2_0_105.npy2332.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_105.npy2332.npy,2um,2,2500,2,3,1,5202.50830078125,1,peak_bin_energy_over_lowest_window_energy,-0.0411765505316034,0.06709510698973498,0.07872268856972348,0.4361676433202675,-0.000967924817255729,0.0557477487371348,0.055756150940596445,1.6545937079197923,0.7653627911338766,0.023288722204106917
HFocusing_5_10_2um2_0_1051.npy2333.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1051.npy2333.npy,2um,3,2500,1,3,1,4380.3544921875,1,peak_bin_energy_over_lowest_window_energy,0.07001899411857855,0.06499840274086818,0.09553769882220126,0.3136869180492683,0.001208196365580669,0.053227621930027634,0.05324133239113913,0.6289388175992623,0.7968277837197646,0.027384464929377624
HFocusing_5_10_2um2_0_1051.npy2334.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1051.npy2334.npy,2um,4,2500,1,3,1,4281.22265625,1,peak_bin_energy_over_lowest_window_energy,0.06975955015472539,0.06551994729639163,0.09570401418703181,0.24721554902641563,0.00019354173656738598,0.053156195898482445,0.05315654824009583,0.6496955698850306,0.8107173342290611,0.026644747147066616
HFocusing_5_10_2um2_0_1059.npy2339.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1059.npy2339.npy,2um,5,2500,1,3,1,4748.56494140625,1,peak_bin_energy_over_lowest_window_energy,0.005183077769338977,0.06859903206059997,0.06879456006701577,0.26008693561461094,0.0006801358137453217,0.05647944742082152,0.05648354243216764,0.9116903903104965,0.8298572583510527,0.02139808637769383
HFocusing_5_10_2um2_0_1063.npy2342.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1063.npy2342.npy,2um,6,2500,2,3,1,4258.568359375,1,peak_bin_energy_over_lowest_window_energy,-0.1675551569807432,0.09938138153009923,0.19481116401703638,-0.6312097069368963,0.0007330801720382391,0.059022326640844266,0.05902687903520861,-0.23543601951531112,0.7875882009835483,0.018407005776968313
HFocusing_5_10_2um2_0_1070.npy2344.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1070.npy2344.npy,2um,7,2500,0,3,0,1978.5396728515625,1,peak_bin_energy_over_lowest_window_energy,-0.16706118503355316,0.05493103158856736,0.17586033599478673,0.0771072033943283,-0.0003194993790435669,0.03903729578480088,0.03903860322864077,1.4948671932732776,0.6903418688110203,0.04496783049897167
HFocusing_5_10_2um2_0_1073.npy2345.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1073.npy2345.npy,2um,8,2500,3,3,1,3238.160888671875,1,peak_bin_energy_over_lowest_window_energy,0.03921312620183138,0.0646558561969697,0.07561778234703778,0.05439380813530681,0.000669844013650113,0.051282831251186815,0.05128720573535203,1.036423441624824,0.7768794602051512,0.02943730450696406
HFocusing_5_10_2um2_0_1090.npy2350.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1090.npy2350.npy,2um,9,2500,1,3,1,3064.5927734375,1,peak_bin_energy_over_lowest_window_energy,0.03252806335558208,0.07782479061215525,0.08434911344816003,-0.29921746688870554,-0.0008683958907922482,0.057556056777174784,0.05756260750835139,0.06086575043503473,0.7788856488051468,0.023482428602613566
