filename,path,class,signal_idx,signal_length,num_particles,num_windows,num_valid_windows,noise_floor,noise_floor_N,snr_method,raw_mean,raw_std,raw_rms,raw_kurtosis,filtered_mean,filtered_std,filtered_rms,filtered_kurtosis,inband_energy_ratio,spectral_flatness
HFocusing_5_10_2um2_0_10.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_10.npy,2um,0,16384,15,31,16,2325.221923828125,3,peak_bin_energy_over_lowest_window_energy,-0.05761863894050384,0.061208354760419074,0.08406170499004564,0.04961923273136204,0.00011121286783681366,0.03414467927912329,0.03414486039473824,0.4388542644744322,0.5385005656564152,0.06034403937843551
HFocusing_5_10_2um2_0_1000.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1000.npy,2um,1,16384,15,31,20,2643.212158203125,3,peak_bin_energy_over_lowest_window_energy,0.0030774948346972697,0.060173296726604195,0.060251942818514516,0.2427512366586102,0.0001588409031236831,0.03760024563275177,0.03760058114013364,2.764287636906924,0.5892945565315857,0.056271669613505465
HFocusing_5_10_2um2_0_1001.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1001.npy,2um,2,16384,20,31,22,2724.905029296875,3,peak_bin_energy_over_lowest_window_energy,0.05165336150575484,0.062442643741585965,0.08103797574151776,1.4018077161969051,3.553327223686901e-05,0.045672225271800385,0.045672239094350496,4.259448871689343,0.6865250511951898,0.04464369402943809
HFocusing_5_10_2um2_0_1004.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1004.npy,2um,3,16384,22,31,18,2474.766845703125,3,peak_bin_energy_over_lowest_window_energy,-0.05994508679883137,0.07878055230239912,0.098993882903897,0.504074985897816,-8.780072056559538e-06,0.03748564789687629,0.03748564892513202,1.20422574280588,0.5776912574098773,0.05692656058090242
HFocusing_5_10_2um2_0_1005.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1005.npy,2um,4,16384,15,31,21,2950.742431640625,3,peak_bin_energy_over_lowest_window_energy,0.12162137955728988,0.09559469868365018,0.15469358869014657,-0.64486636082197,-4.81845106837395e-05,0.03690432567815772,0.03690435713444418,0.6546359369728165,0.583607833917356,0.05638147532246752
HFocusing_5_10_2um2_0_1008.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1008.npy,2um,5,16384,14,31,13,2627.498291015625,3,peak_bin_energy_over_lowest_window_energy,0.12014223563174833,0.05275526002751166,0.1312146113935674,-0.001575887842441226,-1.93632238269331e-05,0.030864752932406897,0.03086475900623488,0.05729412857900673,0.5046952099658009,0.0690902630380359
HFocusing_5_10_2um2_0_1009.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1009.npy,2um,6,16384,10,31,20,2293.72265625,3,peak_bin_energy_over_lowest_window_energy,0.005931652509968724,0.06744215578077732,0.06770250274441598,-0.34819521177415114,0.00011828976001604781,0.03722322352469077,0.03722341147767648,0.7476307184758935,0.5854681186467963,0.05633248006315415
HFocusing_5_10_2um2_0_1011.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1011.npy,2um,7,16384,12,31,15,2280.793212890625,3,peak_bin_energy_over_lowest_window_energy,-0.10744176096507824,0.06075494117015577,0.1234297163403777,0.5214366767138356,-0.00045785816100539,0.04409719033369075,0.044099567224875895,5.880739897791106,0.6105882527743072,0.05315602492467452
HFocusing_5_10_2um2_0_1015.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1015.npy,2um,8,16384,24,31,19,2745.418701171875,3,peak_bin_energy_over_lowest_window_energy,0.1150734764604653,0.06951546320613326,0.13444071038736938,-0.06579795696333557,-0.0001792060763235233,0.03714484892812181,0.037145281217279585,1.6628725976936467,0.5527380538333209,0.05263800957469898
HFocusing_5_10_2um2_0_1018.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1018.npy,2um,9,16384,20,31,22,2790.1865234375,3,peak_bin_energy_over_lowest_window_energy,0.03539439691159056,0.08175752888124053,0.08909016141809427,-0.34348832931796336,-2.434225862463975e-05,0.03351512147819469,0.03351513031816678,-0.08609416829602212,0.5045686422303158,0.061252699931630065
