filename,path,class,signal_idx,signal_length,num_particles,num_windows,num_valid_windows,noise_floor,noise_floor_N,snr_method,raw_mean,raw_std,raw_rms,raw_kurtosis,filtered_mean,filtered_std,filtered_rms,filtered_kurtosis,inband_energy_ratio,spectral_flatness
HFocusing_5_10_2um2_0_10.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_10.npy,2um,0,16384,3,31,7,1742.2127685546875,3,peak_bin_energy_over_lowest_window_energy,9.450667135276549e-05,0.03084236377158343,0.030842508564149128,0.7960900451306263,8.242401523644914e-05,0.029834388485607197,0.029834502342563365,0.9182686881396092,0.977279112205129,9.850614863126183e-12
HFocusing_5_10_2um2_0_1000.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1000.npy,2um,1,16384,2,31,7,2028.3055419921875,3,peak_bin_energy_over_lowest_window_energy,0.00010008976079055285,0.03502362606653576,0.03502376908342016,3.683824793051137,7.457571669762666e-05,0.034224564803688996,0.03422464605426079,4.000264732667424,0.9851203190422629,1.0024935807626015e-11
HFocusing_5_10_2um2_0_1001.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1001.npy,2um,2,16384,12,31,14,1958.2340087890625,3,peak_bin_energy_over_lowest_window_energy,1.63577597359876e-05,0.043268028006378384,0.04326803109845707,5.541422205634108,2.0869857181686897e-06,0.04253561200789231,0.0425356120590907,6.01403437792654,0.9874987336350143,1.376427248270143e-11
HFocusing_5_10_2um2_0_1004.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1004.npy,2um,3,16384,10,31,10,1994.70068359375,3,peak_bin_energy_over_lowest_window_energy,-5.645603016288085e-06,0.03516522766247918,0.03516522811566597,1.5264616775652007,-5.907737919990889e-06,0.034384900298664436,0.03438490080617452,1.716873876061256,0.9839457625588974,8.434439035367673e-12
HFocusing_5_10_2um2_0_1005.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1005.npy,2um,4,16384,6,31,11,2143.181640625,3,peak_bin_energy_over_lowest_window_energy,-1.862140202960503e-05,0.03448367664586555,0.03448368167370223,0.9710381868800688,-4.316617758349043e-06,0.03362867974187874,0.03362868001892186,1.1089072504312778,0.9856081509685619,1.2636555772693332e-11
HFocusing_5_10_2um2_0_1008.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1008.npy,2um,5,16384,7,31,4,1990.29345703125,3,peak_bin_energy_over_lowest_window_energy,-1.826969636893904e-05,0.02824771275750005,0.028247718665620352,-0.035308045579665936,-4.714503883580493e-06,0.027303355014431704,0.02730335542146129,-0.0733180727653906,0.97853986729398,1.2699306257850769e-11
HFocusing_5_10_2um2_0_1009.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1009.npy,2um,6,16384,2,31,8,1607.927734375,3,peak_bin_energy_over_lowest_window_energy,4.8709518721618784e-05,0.03444996471017031,0.03444999914585186,1.111037208786822,1.458977830353736e-05,0.033379366237308354,0.03337936942582936,1.2930502421492331,0.9804320185963654,1.0775672076294682e-11
HFocusing_5_10_2um2_0_1011.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1011.npy,2um,7,16384,5,31,9,1745.4072265625,3,peak_bin_energy_over_lowest_window_energy,-0.0002959459197263518,0.041442926401639865,0.04144398307015315,6.109984096785192,-0.00022910483982691588,0.04053709910734037,0.040537746521803204,6.685668701862205,0.9840072051512339,1.1167523195531966e-11
HFocusing_5_10_2um2_0_1015.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1015.npy,2um,8,16384,6,31,7,2077.644287109375,3,peak_bin_energy_over_lowest_window_energy,-0.00010275912882303912,0.03506218960801028,0.03506234018924893,2.184571945088887,-7.82001947131032e-05,0.03434887157254991,0.034348960589484806,2.4026349252820633,0.9884551287640809,8.975504714720756e-12
HFocusing_5_10_2um2_0_1018.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1018.npy,2um,9,16384,9,31,7,2054.023193359375,3,peak_bin_energy_over_lowest_window_energy,-6.145328469743264e-05,0.030108618245202785,0.0301086809598421,-0.17191469358678768,-6.349083613148022e-05,0.02895679826239715,0.028956867867492842,-0.17017024293161453,0.9770387949879559,1.2087784832560869e-11
